USP.x,Sumarija,GJ,Odsjek,KO.x,KC,Povrsina,stranica,odluka,napomena,KC_odluka,KC_2,ko_mb,ku_naziv,ZUP_NAZIV,ZUP_SJEDIS,Sumarija.y,USP.y,KOKC,Pov_unique,.id,OBJECTID,KO.y,BROJ_KC,SHAPE_Leng,SHAPE_Area
Buzet,Pazin,Kras,32e,Gradinje,9225/1,11.17,6,1,NA,"267, 287, 288/3, 294/1, 294/10, 329/7, 329/8, 330/2, 337, 339, 344/2, 350, 351, 356/1, 359, 400/1, 402/13, 402/16, 431/4, 445/7, 445, 452/3, 487/3, 529/1, 530/2, 555/3, 559, 560, 561/1, 561/2, 567/3, 567/4, 568/2, 571/1, 586, 608, 617/1, 628, 629, 634, 636/2, 643/2, 644/1, 644/2, 652/2, 662/3, 685, 686, 698/3, 698/4, 7314/1, 7321, 7394, 7395, 7444, 7447, 448, 7457/1, 7457/2, 7357/3, 7465, 7469, 7506, 758/2, 5040/2, 8042/14, 8047/3, 8047/4, 8124/1, 8128/3, 8238, 8257/2, 8294, 8309, 8311/4, 8316, 8336, 8345/6, 8541/1, 8643/4, 8736/1, 8736/3, 8878/1, 8895/1, 8944, 9006, 9009, 9010/2, 9010/3, 9019, 9039, 9141, 9173/1, 9173/3, 9173/6, 9325/1, 9325/3, 9327/1, 9225/1, 9330/3, 9343/2, 9357/2, 9388/3, 9388/4, 9476/4, 9490, 9496/1, 9507/3, 9519, 3525, 3592, 9689/1, 9689/1, 9689/2, 9689/3, 9650/1",9225/1,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_9225/1,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32e,Gradinje,9330/3,11.17,6,1,NA,"267, 287, 288/3, 294/1, 294/10, 329/7, 329/8, 330/2, 337, 339, 344/2, 350, 351, 356/1, 359, 400/1, 402/13, 402/16, 431/4, 445/7, 445, 452/3, 487/3, 529/1, 530/2, 555/3, 559, 560, 561/1, 561/2, 567/3, 567/4, 568/2, 571/1, 586, 608, 617/1, 628, 629, 634, 636/2, 643/2, 644/1, 644/2, 652/2, 662/3, 685, 686, 698/3, 698/4, 7314/1, 7321, 7394, 7395, 7444, 7447, 448, 7457/1, 7457/2, 7357/3, 7465, 7469, 7506, 758/2, 5040/2, 8042/14, 8047/3, 8047/4, 8124/1, 8128/3, 8238, 8257/2, 8294, 8309, 8311/4, 8316, 8336, 8345/6, 8541/1, 8643/4, 8736/1, 8736/3, 8878/1, 8895/1, 8944, 9006, 9009, 9010/2, 9010/3, 9019, 9039, 9141, 9173/1, 9173/3, 9173/6, 9325/1, 9325/3, 9327/1, 9225/1, 9330/3, 9343/2, 9357/2, 9388/3, 9388/4, 9476/4, 9490, 9496/1, 9507/3, 9519, 3525, 3592, 9689/1, 9689/1, 9689/2, 9689/3, 9650/1",9330/3,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_9330/3,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32e,Gradinje,9343/2,11.17,6,1,NA,"267, 287, 288/3, 294/1, 294/10, 329/7, 329/8, 330/2, 337, 339, 344/2, 350, 351, 356/1, 359, 400/1, 402/13, 402/16, 431/4, 445/7, 445, 452/3, 487/3, 529/1, 530/2, 555/3, 559, 560, 561/1, 561/2, 567/3, 567/4, 568/2, 571/1, 586, 608, 617/1, 628, 629, 634, 636/2, 643/2, 644/1, 644/2, 652/2, 662/3, 685, 686, 698/3, 698/4, 7314/1, 7321, 7394, 7395, 7444, 7447, 448, 7457/1, 7457/2, 7357/3, 7465, 7469, 7506, 758/2, 5040/2, 8042/14, 8047/3, 8047/4, 8124/1, 8128/3, 8238, 8257/2, 8294, 8309, 8311/4, 8316, 8336, 8345/6, 8541/1, 8643/4, 8736/1, 8736/3, 8878/1, 8895/1, 8944, 9006, 9009, 9010/2, 9010/3, 9019, 9039, 9141, 9173/1, 9173/3, 9173/6, 9325/1, 9325/3, 9327/1, 9225/1, 9330/3, 9343/2, 9357/2, 9388/3, 9388/4, 9476/4, 9490, 9496/1, 9507/3, 9519, 3525, 3592, 9689/1, 9689/1, 9689/2, 9689/3, 9650/1",9343/2,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_9343/2,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32e,Gradinje,9357/2,11.17,6,1,NA,"267, 287, 288/3, 294/1, 294/10, 329/7, 329/8, 330/2, 337, 339, 344/2, 350, 351, 356/1, 359, 400/1, 402/13, 402/16, 431/4, 445/7, 445, 452/3, 487/3, 529/1, 530/2, 555/3, 559, 560, 561/1, 561/2, 567/3, 567/4, 568/2, 571/1, 586, 608, 617/1, 628, 629, 634, 636/2, 643/2, 644/1, 644/2, 652/2, 662/3, 685, 686, 698/3, 698/4, 7314/1, 7321, 7394, 7395, 7444, 7447, 448, 7457/1, 7457/2, 7357/3, 7465, 7469, 7506, 758/2, 5040/2, 8042/14, 8047/3, 8047/4, 8124/1, 8128/3, 8238, 8257/2, 8294, 8309, 8311/4, 8316, 8336, 8345/6, 8541/1, 8643/4, 8736/1, 8736/3, 8878/1, 8895/1, 8944, 9006, 9009, 9010/2, 9010/3, 9019, 9039, 9141, 9173/1, 9173/3, 9173/6, 9325/1, 9325/3, 9327/1, 9225/1, 9330/3, 9343/2, 9357/2, 9388/3, 9388/4, 9476/4, 9490, 9496/1, 9507/3, 9519, 3525, 3592, 9689/1, 9689/1, 9689/2, 9689/3, 9650/1",9357/2,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_9357/2,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32e,Gradinje,9388/3,11.17,6,1,NA,"267, 287, 288/3, 294/1, 294/10, 329/7, 329/8, 330/2, 337, 339, 344/2, 350, 351, 356/1, 359, 400/1, 402/13, 402/16, 431/4, 445/7, 445, 452/3, 487/3, 529/1, 530/2, 555/3, 559, 560, 561/1, 561/2, 567/3, 567/4, 568/2, 571/1, 586, 608, 617/1, 628, 629, 634, 636/2, 643/2, 644/1, 644/2, 652/2, 662/3, 685, 686, 698/3, 698/4, 7314/1, 7321, 7394, 7395, 7444, 7447, 448, 7457/1, 7457/2, 7357/3, 7465, 7469, 7506, 758/2, 5040/2, 8042/14, 8047/3, 8047/4, 8124/1, 8128/3, 8238, 8257/2, 8294, 8309, 8311/4, 8316, 8336, 8345/6, 8541/1, 8643/4, 8736/1, 8736/3, 8878/1, 8895/1, 8944, 9006, 9009, 9010/2, 9010/3, 9019, 9039, 9141, 9173/1, 9173/3, 9173/6, 9325/1, 9325/3, 9327/1, 9225/1, 9330/3, 9343/2, 9357/2, 9388/3, 9388/4, 9476/4, 9490, 9496/1, 9507/3, 9519, 3525, 3592, 9689/1, 9689/1, 9689/2, 9689/3, 9650/1",9388/3,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_9388/3,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32e,Gradinje,9388/4,11.17,6,1,NA,"267, 287, 288/3, 294/1, 294/10, 329/7, 329/8, 330/2, 337, 339, 344/2, 350, 351, 356/1, 359, 400/1, 402/13, 402/16, 431/4, 445/7, 445, 452/3, 487/3, 529/1, 530/2, 555/3, 559, 560, 561/1, 561/2, 567/3, 567/4, 568/2, 571/1, 586, 608, 617/1, 628, 629, 634, 636/2, 643/2, 644/1, 644/2, 652/2, 662/3, 685, 686, 698/3, 698/4, 7314/1, 7321, 7394, 7395, 7444, 7447, 448, 7457/1, 7457/2, 7357/3, 7465, 7469, 7506, 758/2, 5040/2, 8042/14, 8047/3, 8047/4, 8124/1, 8128/3, 8238, 8257/2, 8294, 8309, 8311/4, 8316, 8336, 8345/6, 8541/1, 8643/4, 8736/1, 8736/3, 8878/1, 8895/1, 8944, 9006, 9009, 9010/2, 9010/3, 9019, 9039, 9141, 9173/1, 9173/3, 9173/6, 9325/1, 9325/3, 9327/1, 9225/1, 9330/3, 9343/2, 9357/2, 9388/3, 9388/4, 9476/4, 9490, 9496/1, 9507/3, 9519, 3525, 3592, 9689/1, 9689/1, 9689/2, 9689/3, 9650/1",9388/4,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_9388/4,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32e,Gradinje,9476/4,11.17,6,1,NA,"267, 287, 288/3, 294/1, 294/10, 329/7, 329/8, 330/2, 337, 339, 344/2, 350, 351, 356/1, 359, 400/1, 402/13, 402/16, 431/4, 445/7, 445, 452/3, 487/3, 529/1, 530/2, 555/3, 559, 560, 561/1, 561/2, 567/3, 567/4, 568/2, 571/1, 586, 608, 617/1, 628, 629, 634, 636/2, 643/2, 644/1, 644/2, 652/2, 662/3, 685, 686, 698/3, 698/4, 7314/1, 7321, 7394, 7395, 7444, 7447, 448, 7457/1, 7457/2, 7357/3, 7465, 7469, 7506, 758/2, 5040/2, 8042/14, 8047/3, 8047/4, 8124/1, 8128/3, 8238, 8257/2, 8294, 8309, 8311/4, 8316, 8336, 8345/6, 8541/1, 8643/4, 8736/1, 8736/3, 8878/1, 8895/1, 8944, 9006, 9009, 9010/2, 9010/3, 9019, 9039, 9141, 9173/1, 9173/3, 9173/6, 9325/1, 9325/3, 9327/1, 9225/1, 9330/3, 9343/2, 9357/2, 9388/3, 9388/4, 9476/4, 9490, 9496/1, 9507/3, 9519, 3525, 3592, 9689/1, 9689/1, 9689/2, 9689/3, 9650/1",9476/4,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_9476/4,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32e,Gradinje,9490,11.17,6,1,NA,"267, 287, 288/3, 294/1, 294/10, 329/7, 329/8, 330/2, 337, 339, 344/2, 350, 351, 356/1, 359, 400/1, 402/13, 402/16, 431/4, 445/7, 445, 452/3, 487/3, 529/1, 530/2, 555/3, 559, 560, 561/1, 561/2, 567/3, 567/4, 568/2, 571/1, 586, 608, 617/1, 628, 629, 634, 636/2, 643/2, 644/1, 644/2, 652/2, 662/3, 685, 686, 698/3, 698/4, 7314/1, 7321, 7394, 7395, 7444, 7447, 448, 7457/1, 7457/2, 7357/3, 7465, 7469, 7506, 758/2, 5040/2, 8042/14, 8047/3, 8047/4, 8124/1, 8128/3, 8238, 8257/2, 8294, 8309, 8311/4, 8316, 8336, 8345/6, 8541/1, 8643/4, 8736/1, 8736/3, 8878/1, 8895/1, 8944, 9006, 9009, 9010/2, 9010/3, 9019, 9039, 9141, 9173/1, 9173/3, 9173/6, 9325/1, 9325/3, 9327/1, 9225/1, 9330/3, 9343/2, 9357/2, 9388/3, 9388/4, 9476/4, 9490, 9496/1, 9507/3, 9519, 3525, 3592, 9689/1, 9689/1, 9689/2, 9689/3, 9650/1",9490,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_9490,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32e,Gradinje,9496/1,11.17,6,1,NA,"267, 287, 288/3, 294/1, 294/10, 329/7, 329/8, 330/2, 337, 339, 344/2, 350, 351, 356/1, 359, 400/1, 402/13, 402/16, 431/4, 445/7, 445, 452/3, 487/3, 529/1, 530/2, 555/3, 559, 560, 561/1, 561/2, 567/3, 567/4, 568/2, 571/1, 586, 608, 617/1, 628, 629, 634, 636/2, 643/2, 644/1, 644/2, 652/2, 662/3, 685, 686, 698/3, 698/4, 7314/1, 7321, 7394, 7395, 7444, 7447, 448, 7457/1, 7457/2, 7357/3, 7465, 7469, 7506, 758/2, 5040/2, 8042/14, 8047/3, 8047/4, 8124/1, 8128/3, 8238, 8257/2, 8294, 8309, 8311/4, 8316, 8336, 8345/6, 8541/1, 8643/4, 8736/1, 8736/3, 8878/1, 8895/1, 8944, 9006, 9009, 9010/2, 9010/3, 9019, 9039, 9141, 9173/1, 9173/3, 9173/6, 9325/1, 9325/3, 9327/1, 9225/1, 9330/3, 9343/2, 9357/2, 9388/3, 9388/4, 9476/4, 9490, 9496/1, 9507/3, 9519, 3525, 3592, 9689/1, 9689/1, 9689/2, 9689/3, 9650/1",9496/1,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_9496/1,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32e,Gradinje,9507/3,11.17,6,1,NA,"267, 287, 288/3, 294/1, 294/10, 329/7, 329/8, 330/2, 337, 339, 344/2, 350, 351, 356/1, 359, 400/1, 402/13, 402/16, 431/4, 445/7, 445, 452/3, 487/3, 529/1, 530/2, 555/3, 559, 560, 561/1, 561/2, 567/3, 567/4, 568/2, 571/1, 586, 608, 617/1, 628, 629, 634, 636/2, 643/2, 644/1, 644/2, 652/2, 662/3, 685, 686, 698/3, 698/4, 7314/1, 7321, 7394, 7395, 7444, 7447, 448, 7457/1, 7457/2, 7357/3, 7465, 7469, 7506, 758/2, 5040/2, 8042/14, 8047/3, 8047/4, 8124/1, 8128/3, 8238, 8257/2, 8294, 8309, 8311/4, 8316, 8336, 8345/6, 8541/1, 8643/4, 8736/1, 8736/3, 8878/1, 8895/1, 8944, 9006, 9009, 9010/2, 9010/3, 9019, 9039, 9141, 9173/1, 9173/3, 9173/6, 9325/1, 9325/3, 9327/1, 9225/1, 9330/3, 9343/2, 9357/2, 9388/3, 9388/4, 9476/4, 9490, 9496/1, 9507/3, 9519, 3525, 3592, 9689/1, 9689/1, 9689/2, 9689/3, 9650/1",9507/3,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_9507/3,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32e,Gradinje,9519,11.17,6,1,NA,"267, 287, 288/3, 294/1, 294/10, 329/7, 329/8, 330/2, 337, 339, 344/2, 350, 351, 356/1, 359, 400/1, 402/13, 402/16, 431/4, 445/7, 445, 452/3, 487/3, 529/1, 530/2, 555/3, 559, 560, 561/1, 561/2, 567/3, 567/4, 568/2, 571/1, 586, 608, 617/1, 628, 629, 634, 636/2, 643/2, 644/1, 644/2, 652/2, 662/3, 685, 686, 698/3, 698/4, 7314/1, 7321, 7394, 7395, 7444, 7447, 448, 7457/1, 7457/2, 7357/3, 7465, 7469, 7506, 758/2, 5040/2, 8042/14, 8047/3, 8047/4, 8124/1, 8128/3, 8238, 8257/2, 8294, 8309, 8311/4, 8316, 8336, 8345/6, 8541/1, 8643/4, 8736/1, 8736/3, 8878/1, 8895/1, 8944, 9006, 9009, 9010/2, 9010/3, 9019, 9039, 9141, 9173/1, 9173/3, 9173/6, 9325/1, 9325/3, 9327/1, 9225/1, 9330/3, 9343/2, 9357/2, 9388/3, 9388/4, 9476/4, 9490, 9496/1, 9507/3, 9519, 3525, 3592, 9689/1, 9689/1, 9689/2, 9689/3, 9650/1",9519,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_9519,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32e,Gradinje,3525,11.17,6,1,NA,"267, 287, 288/3, 294/1, 294/10, 329/7, 329/8, 330/2, 337, 339, 344/2, 350, 351, 356/1, 359, 400/1, 402/13, 402/16, 431/4, 445/7, 445, 452/3, 487/3, 529/1, 530/2, 555/3, 559, 560, 561/1, 561/2, 567/3, 567/4, 568/2, 571/1, 586, 608, 617/1, 628, 629, 634, 636/2, 643/2, 644/1, 644/2, 652/2, 662/3, 685, 686, 698/3, 698/4, 7314/1, 7321, 7394, 7395, 7444, 7447, 448, 7457/1, 7457/2, 7357/3, 7465, 7469, 7506, 758/2, 5040/2, 8042/14, 8047/3, 8047/4, 8124/1, 8128/3, 8238, 8257/2, 8294, 8309, 8311/4, 8316, 8336, 8345/6, 8541/1, 8643/4, 8736/1, 8736/3, 8878/1, 8895/1, 8944, 9006, 9009, 9010/2, 9010/3, 9019, 9039, 9141, 9173/1, 9173/3, 9173/6, 9325/1, 9325/3, 9327/1, 9225/1, 9330/3, 9343/2, 9357/2, 9388/3, 9388/4, 9476/4, 9490, 9496/1, 9507/3, 9519, 3525, 3592, 9689/1, 9689/1, 9689/2, 9689/3, 9650/1",3525,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_3525,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32e,Gradinje,3592,11.17,6,1,NA,"267, 287, 288/3, 294/1, 294/10, 329/7, 329/8, 330/2, 337, 339, 344/2, 350, 351, 356/1, 359, 400/1, 402/13, 402/16, 431/4, 445/7, 445, 452/3, 487/3, 529/1, 530/2, 555/3, 559, 560, 561/1, 561/2, 567/3, 567/4, 568/2, 571/1, 586, 608, 617/1, 628, 629, 634, 636/2, 643/2, 644/1, 644/2, 652/2, 662/3, 685, 686, 698/3, 698/4, 7314/1, 7321, 7394, 7395, 7444, 7447, 448, 7457/1, 7457/2, 7357/3, 7465, 7469, 7506, 758/2, 5040/2, 8042/14, 8047/3, 8047/4, 8124/1, 8128/3, 8238, 8257/2, 8294, 8309, 8311/4, 8316, 8336, 8345/6, 8541/1, 8643/4, 8736/1, 8736/3, 8878/1, 8895/1, 8944, 9006, 9009, 9010/2, 9010/3, 9019, 9039, 9141, 9173/1, 9173/3, 9173/6, 9325/1, 9325/3, 9327/1, 9225/1, 9330/3, 9343/2, 9357/2, 9388/3, 9388/4, 9476/4, 9490, 9496/1, 9507/3, 9519, 3525, 3592, 9689/1, 9689/1, 9689/2, 9689/3, 9650/1",3592,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_3592,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32e,Gradinje,9689/1,11.17,6,1,NA,"267, 287, 288/3, 294/1, 294/10, 329/7, 329/8, 330/2, 337, 339, 344/2, 350, 351, 356/1, 359, 400/1, 402/13, 402/16, 431/4, 445/7, 445, 452/3, 487/3, 529/1, 530/2, 555/3, 559, 560, 561/1, 561/2, 567/3, 567/4, 568/2, 571/1, 586, 608, 617/1, 628, 629, 634, 636/2, 643/2, 644/1, 644/2, 652/2, 662/3, 685, 686, 698/3, 698/4, 7314/1, 7321, 7394, 7395, 7444, 7447, 448, 7457/1, 7457/2, 7357/3, 7465, 7469, 7506, 758/2, 5040/2, 8042/14, 8047/3, 8047/4, 8124/1, 8128/3, 8238, 8257/2, 8294, 8309, 8311/4, 8316, 8336, 8345/6, 8541/1, 8643/4, 8736/1, 8736/3, 8878/1, 8895/1, 8944, 9006, 9009, 9010/2, 9010/3, 9019, 9039, 9141, 9173/1, 9173/3, 9173/6, 9325/1, 9325/3, 9327/1, 9225/1, 9330/3, 9343/2, 9357/2, 9388/3, 9388/4, 9476/4, 9490, 9496/1, 9507/3, 9519, 3525, 3592, 9689/1, 9689/1, 9689/2, 9689/3, 9650/1",9689/1,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_9689/1,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32e,Gradinje,9689/1,11.17,6,1,NA,"267, 287, 288/3, 294/1, 294/10, 329/7, 329/8, 330/2, 337, 339, 344/2, 350, 351, 356/1, 359, 400/1, 402/13, 402/16, 431/4, 445/7, 445, 452/3, 487/3, 529/1, 530/2, 555/3, 559, 560, 561/1, 561/2, 567/3, 567/4, 568/2, 571/1, 586, 608, 617/1, 628, 629, 634, 636/2, 643/2, 644/1, 644/2, 652/2, 662/3, 685, 686, 698/3, 698/4, 7314/1, 7321, 7394, 7395, 7444, 7447, 448, 7457/1, 7457/2, 7357/3, 7465, 7469, 7506, 758/2, 5040/2, 8042/14, 8047/3, 8047/4, 8124/1, 8128/3, 8238, 8257/2, 8294, 8309, 8311/4, 8316, 8336, 8345/6, 8541/1, 8643/4, 8736/1, 8736/3, 8878/1, 8895/1, 8944, 9006, 9009, 9010/2, 9010/3, 9019, 9039, 9141, 9173/1, 9173/3, 9173/6, 9325/1, 9325/3, 9327/1, 9225/1, 9330/3, 9343/2, 9357/2, 9388/3, 9388/4, 9476/4, 9490, 9496/1, 9507/3, 9519, 3525, 3592, 9689/1, 9689/1, 9689/2, 9689/3, 9650/1",9689/1,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_9689/1,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32e,Gradinje,9689/2,11.17,6,1,NA,"267, 287, 288/3, 294/1, 294/10, 329/7, 329/8, 330/2, 337, 339, 344/2, 350, 351, 356/1, 359, 400/1, 402/13, 402/16, 431/4, 445/7, 445, 452/3, 487/3, 529/1, 530/2, 555/3, 559, 560, 561/1, 561/2, 567/3, 567/4, 568/2, 571/1, 586, 608, 617/1, 628, 629, 634, 636/2, 643/2, 644/1, 644/2, 652/2, 662/3, 685, 686, 698/3, 698/4, 7314/1, 7321, 7394, 7395, 7444, 7447, 448, 7457/1, 7457/2, 7357/3, 7465, 7469, 7506, 758/2, 5040/2, 8042/14, 8047/3, 8047/4, 8124/1, 8128/3, 8238, 8257/2, 8294, 8309, 8311/4, 8316, 8336, 8345/6, 8541/1, 8643/4, 8736/1, 8736/3, 8878/1, 8895/1, 8944, 9006, 9009, 9010/2, 9010/3, 9019, 9039, 9141, 9173/1, 9173/3, 9173/6, 9325/1, 9325/3, 9327/1, 9225/1, 9330/3, 9343/2, 9357/2, 9388/3, 9388/4, 9476/4, 9490, 9496/1, 9507/3, 9519, 3525, 3592, 9689/1, 9689/1, 9689/2, 9689/3, 9650/1",9689/2,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_9689/2,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32e,Gradinje,9689/3,11.17,6,1,NA,"267, 287, 288/3, 294/1, 294/10, 329/7, 329/8, 330/2, 337, 339, 344/2, 350, 351, 356/1, 359, 400/1, 402/13, 402/16, 431/4, 445/7, 445, 452/3, 487/3, 529/1, 530/2, 555/3, 559, 560, 561/1, 561/2, 567/3, 567/4, 568/2, 571/1, 586, 608, 617/1, 628, 629, 634, 636/2, 643/2, 644/1, 644/2, 652/2, 662/3, 685, 686, 698/3, 698/4, 7314/1, 7321, 7394, 7395, 7444, 7447, 448, 7457/1, 7457/2, 7357/3, 7465, 7469, 7506, 758/2, 5040/2, 8042/14, 8047/3, 8047/4, 8124/1, 8128/3, 8238, 8257/2, 8294, 8309, 8311/4, 8316, 8336, 8345/6, 8541/1, 8643/4, 8736/1, 8736/3, 8878/1, 8895/1, 8944, 9006, 9009, 9010/2, 9010/3, 9019, 9039, 9141, 9173/1, 9173/3, 9173/6, 9325/1, 9325/3, 9327/1, 9225/1, 9330/3, 9343/2, 9357/2, 9388/3, 9388/4, 9476/4, 9490, 9496/1, 9507/3, 9519, 3525, 3592, 9689/1, 9689/1, 9689/2, 9689/3, 9650/1",9689/3,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_9689/3,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32e,Gradinje,9650/1,11.17,6,1,NA,"267, 287, 288/3, 294/1, 294/10, 329/7, 329/8, 330/2, 337, 339, 344/2, 350, 351, 356/1, 359, 400/1, 402/13, 402/16, 431/4, 445/7, 445, 452/3, 487/3, 529/1, 530/2, 555/3, 559, 560, 561/1, 561/2, 567/3, 567/4, 568/2, 571/1, 586, 608, 617/1, 628, 629, 634, 636/2, 643/2, 644/1, 644/2, 652/2, 662/3, 685, 686, 698/3, 698/4, 7314/1, 7321, 7394, 7395, 7444, 7447, 448, 7457/1, 7457/2, 7357/3, 7465, 7469, 7506, 758/2, 5040/2, 8042/14, 8047/3, 8047/4, 8124/1, 8128/3, 8238, 8257/2, 8294, 8309, 8311/4, 8316, 8336, 8345/6, 8541/1, 8643/4, 8736/1, 8736/3, 8878/1, 8895/1, 8944, 9006, 9009, 9010/2, 9010/3, 9019, 9039, 9141, 9173/1, 9173/3, 9173/6, 9325/1, 9325/3, 9327/1, 9225/1, 9330/3, 9343/2, 9357/2, 9388/3, 9388/4, 9476/4, 9490, 9496/1, 9507/3, 9519, 3525, 3592, 9689/1, 9689/1, 9689/2, 9689/3, 9650/1",9650/1,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_9650/1,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32i,Gradinje,7798/9,0.97,7,1,NA,"7798/9, 7798/10, 7811, 7813/2, 7813/6, 7813/7, 7813/81, 7950/4",7798/9,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_7798/9,0.97,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32i,Gradinje,7798/10,0.97,7,1,NA,"7798/9, 7798/10, 7811, 7813/2, 7813/6, 7813/7, 7813/81, 7950/4",7798/10,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_7798/10,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32i,Gradinje,7811,0.97,7,1,NA,"7798/9, 7798/10, 7811, 7813/2, 7813/6, 7813/7, 7813/81, 7950/4",7811,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_7811,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32i,Gradinje,7813/2,0.97,7,1,NA,"7798/9, 7798/10, 7811, 7813/2, 7813/6, 7813/7, 7813/81, 7950/4",7813/2,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_7813/2,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32i,Gradinje,7813/6,0.97,7,1,NA,"7798/9, 7798/10, 7811, 7813/2, 7813/6, 7813/7, 7813/81, 7950/4",7813/6,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_7813/6,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32i,Gradinje,7813/7,0.97,7,1,NA,"7798/9, 7798/10, 7811, 7813/2, 7813/6, 7813/7, 7813/81, 7950/4",7813/7,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_7813/7,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32i,Gradinje,7813/81,0.97,7,1,NA,"7798/9, 7798/10, 7811, 7813/2, 7813/6, 7813/7, 7813/81, 7950/4",7813/81,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_7813/81,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,32i,Gradinje,7950/4,0.97,7,1,NA,"7798/9, 7798/10, 7811, 7813/2, 7813/6, 7813/7, 7813/81, 7950/4",7950/4,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_7950/4,NA,NA,NA,NA,NA,NA,NA
Buzet,Pazin,Kras,33e,Gradinje,30,6.72,7,1,NA,"30, 32/2, 34/1, 34/2, 36/2, 36/3, 51/1, 51/2, 110, 111/1, 111/2, 112/1, 204/7, 217/1, 230, 272/1, 274, 275/5, 275/6, 321/6, 321/7, 322/2, 355/2, 376, 377, 385/2, 394, 395, 397/1, 719/22, 720/1, 720/3, 720/6, 720/9, 721/1, 724/5, 724/10, 724/14, 724/25, 728/6, 874/3",30,322288,Pazin,Istarska županija,Pazin,Šumarija Pazin,Buzet,322288_30,6.72,NA,NA,NA,NA,NA,NA
